,Open,High,Low,Close,Volume,Adj Close
2002-07-30,81.75,81.9000015258789,81.5199966430664,81.5199966430664,6100,38.02357482910156
2002-07-31,81.94999694824219,82.80000305175781,81.9000015258789,82.52999877929688,29400,38.49467468261719
2002-08-01,82.54000091552734,83.0199966430664,82.54000091552734,83.0,25000,38.71388626098633
2002-08-02,83.16000366210938,84.0999984741211,82.87999725341797,83.8499984741211,52800,39.11038589477539
2002-08-05,84.04000091552734,84.44000244140625,83.8499984741211,84.22000122070312,61100,39.28295135498047
2002-08-06,83.87000274658203,83.9000015258789,83.22000122070312,83.5,64900,38.947113037109375
2002-08-07,83.5999984741211,84.13999938964844,83.36000061035156,83.69999694824219,40300,39.040401458740234
2002-08-08,83.58000183105469,83.7699966430664,83.36000061035156,83.69999694824219,40900,39.040401458740234
2002-08-09,84.0,84.87999725341797,84.0,84.87999725341797,35900,39.59078598022461
2002-08-12,85.30000305175781,86.69999694824219,85.13999938964844,85.4000015258789,32100,39.83335876464844
2002-08-13,85.77999877929688,86.47000122070312,85.37000274658203,86.44999694824219,75400,40.3231086730957
2002-08-14,87.45999908447266,87.9000015258789,86.75,86.77999877929688,130000,40.4770393371582
2002-08-15,86.37999725341797,86.5,85.8499984741211,86.0199966430664,87100,40.12251663208008
2002-08-16,86.44000244140625,86.5199966430664,84.81999969482422,85.05999755859375,85000,39.67474365234375
2002-08-19,85.05000305175781,85.33999633789062,84.70999908447266,85.31999969482422,47300,39.79601287841797
2002-08-20,85.62000274658203,86.29000091552734,85.5999984741211,86.2699966430664,40800,40.239112854003906
2002-08-21,85.68000030517578,86.0999984741211,85.62999725341797,85.80999755859375,40000,40.02456283569336
2002-08-22,85.55000305175781,85.55000305175781,85.05999755859375,85.05999755859375,34400,39.67474365234375
2002-08-23,85.19999694824219,85.94999694824219,85.19999694824219,85.9000015258789,20100,40.066566467285156
2002-08-26,85.69999694824219,86.20999908447266,85.66999816894531,85.9800033569336,23900,40.103878021240234
2002-08-27,85.4000015258789,85.68000030517578,85.19999694824219,85.44000244140625,301800,39.85200119018555
2002-08-28,86.04000091552734,86.18000030517578,85.83999633789062,85.87000274658203,18100,40.052581787109375
2002-08-29,86.76000213623047,86.86000061035156,86.3499984741211,86.55999755859375,135700,40.3744010925293
2002-08-30,86.75,87.12999725341797,86.44999694824219,87.08000183105469,78100,40.616943359375
2002-09-03,87.08000183105469,88.04000091552734,87.0,88.04000091552734,102100,41.24136734008789
2002-09-04,88.02999877929688,88.30000305175781,87.83999633789062,88.0199966430664,66300,41.23202896118164
2002-09-05,88.56999969482422,88.6500015258789,87.37999725341797,88.5,648400,41.45687484741211
2002-09-06,87.97000122070312,88.19000244140625,87.19999694824219,87.45999908447266,140000,40.96969223022461
2002-09-09,87.5,87.83000183105469,87.26000213623047,87.33000183105469,83800,40.90879821777344
2002-09-10,87.16999816894531,88.0,87.0,87.75,336000,41.10548782348633
2002-09-11,87.0,87.30000305175781,86.75,87.29000091552734,177700,40.89005661010742
2002-09-12,87.4800033569336,88.13999938964844,87.47000122070312,87.97000122070312,43400,41.20858383178711
2002-09-13,88.33000183105469,88.94000244140625,88.18000030517578,88.77999877929688,155100,41.5880241394043
2002-09-16,89.19999694824219,89.22000122070312,88.9000015258789,88.93000030517578,73000,41.65825653076172
2002-09-17,88.63999938964844,89.31999969482422,88.36000061035156,89.0999984741211,75400,41.73793029785156
2002-09-18,89.16000366210938,89.55999755859375,89.0199966430664,89.12000274658203,196600,41.747318267822266
2002-09-19,89.69999694824219,89.7699966430664,89.26000213623047,89.72000122070312,109900,42.028343200683594
2002-09-20,89.44999694824219,89.5199966430664,89.05999755859375,89.30000305175781,113500,41.83160400390625
2002-09-23,90.0,90.23999786376953,89.7699966430664,90.0999984741211,163200,42.206321716308594
2002-09-24,90.30000305175781,90.94000244140625,90.20999908447266,90.68000030517578,251900,42.478050231933594
2002-09-25,90.0999984741211,90.36000061035156,89.26000213623047,89.58000183105469,127200,41.962791442871094
