date,spy_close,MA_21,MA_50,MA_150,MA_200,asset,action,shares,target_allocation
2005-01-03,120.30000305175781,120.13571421305339,117.91120025634766,113.77253321329752,113.34294979095459,QQQ,BUY,1735,"{'QQQ': 0.7, 'GLD': 0.2, 'LQD': 0.1}"
2005-01-03,120.30000305175781,120.13571421305339,117.91120025634766,113.77253321329752,113.34294979095459,GLD,BUY,452,"{'QQQ': 0.7, 'GLD': 0.2, 'LQD': 0.1}"
2005-01-03,120.30000305175781,120.13571421305339,117.91120025634766,113.77253321329752,113.34294979095459,LQD,BUY,88,"{'QQQ': 0.7, 'GLD': 0.2, 'LQD': 0.1}"
2006-01-03,126.69999694824219,126.31761932373047,124.38560012817383,122.54766682942709,121.22610012054443,GLD,SELL,-41,"{'QQQ': 0.7, 'GLD': 0.2, 'LQD': 0.1}"
2006-01-03,126.69999694824219,126.31761932373047,124.38560012817383,122.54766682942709,121.22610012054443,QQQ,BUY,45,"{'QQQ': 0.7, 'GLD': 0.2, 'LQD': 0.1}"
2006-01-03,126.69999694824219,126.31761932373047,124.38560012817383,122.54766682942709,121.22610012054443,LQD,BUY,10,"{'QQQ': 0.7, 'GLD': 0.2, 'LQD': 0.1}"
2007-01-03,141.3699951171875,141.74380783807663,140.03039947509765,132.74253311157227,131.99174983978273,GLD,SELL,-54,"{'QQQ': 0.7, 'GLD': 0.2, 'LQD': 0.1}"
2007-01-03,141.3699951171875,141.74380783807663,140.03039947509765,132.74253311157227,131.99174983978273,QQQ,BUY,24,"{'QQQ': 0.7, 'GLD': 0.2, 'LQD': 0.1}"
2007-01-03,141.3699951171875,141.74380783807663,140.03039947509765,132.74253311157227,131.99174983978273,LQD,BUY,7,"{'QQQ': 0.7, 'GLD': 0.2, 'LQD': 0.1}"
2008-01-02,144.92999267578125,147.94952465239027,148.0811996459961,149.6412001546224,149.1558000946045,GLD,SELL,-33,"{'QQQ': 0.7, 'GLD': 0.2, 'LQD': 0.1}"
2008-01-02,144.92999267578125,147.94952465239027,148.0811996459961,149.6412001546224,149.1558000946045,LQD,BUY,22,"{'QQQ': 0.7, 'GLD': 0.2, 'LQD': 0.1}"
