,Return,MDD,Sharpe,Sortino
2006,-0.29997429497813366,12.353440754979484,-0.10375048379488871,-0.1715148620706083
2007,14.579577563206003,9.07366074897833,0.9811643440663972,1.247021597105222
2008,-16.349207276239376,40.91505967741319,-0.6167357504213375,-0.9669447371979101
2009,31.97623975434962,7.644698254861259,1.7796958646947658,2.4767890887182045
2010,17.412447175182066,10.823331470537573,1.0895618926954382,1.3355051681126977
2011,-1.4337355598884383,13.836321725332107,-0.1462165135708584,-0.20557965741552772
2012,7.090026756133838,13.385251372368085,0.47476238576709073,0.780247749952977
2013,21.764835744468193,6.195951716866972,1.8923296761857515,2.4659857647193126
2014,12.534857240154707,7.751713862519573,0.9655743679544656,1.2900191614360537
2015,-17.76520292443634,23.439397793074797,-1.3305743398096355,-1.849386435807042
2016,15.5867832830761,7.448071665090457,1.1984343513411373,1.6990279666987596
2017,28.086570909208874,5.057025585078266,2.9620984092678495,3.481165610958908
2018,-5.485071537525177,13.988538839782509,-0.414565099304656,-0.49580291322520087
2019,21.280032463823527,9.404279896446619,1.6728927249374643,2.1244213121713407
2020,25.377726335137464,20.714729357521257,1.2560828749717785,1.5264764550054764
2021,24.518177779357984,10.367463837958775,1.4452485291396604,2.039694948619595
2022,-24.340839767460487,27.702738206611006,-1.3642735697465165,-1.9637025220479705
2023,31.174889256437854,8.875643724523345,2.2333749720279625,3.7994248910086283
2024,26.06704264017519,11.822665245318863,1.5583570971176355,2.1015078665150324
