,Return,MDD,Sharpe,Sortino
2000,0.0,0.0,,
2001,0.0,0.0,,
2002,5.797623081250203,5.564015537509097,0.565099341298104,0.6386388321718837
2003,13.424108591867068,13.079400696752028,0.7218001100877018,1.0009073302093665
2004,27.623085502210753,20.710879780013407,1.169238331597197,1.601951391019008
2005,7.9712897537380645,10.62175612384293,0.3984127758773,0.5023987953887785
2006,18.379505527672578,12.512993515369597,1.0637182981706357,1.4536289575150625
2007,-1.7552117495538866,11.93355662720091,-0.1750204021523908,-0.2435706939577889
2008,45.592822990744544,6.351389046984095,3.1440289730156112,3.9446668356807884
2009,11.107894303766997,11.045670653006352,0.6149606015658443,0.69169889112885
2010,42.78844826952468,20.6391862816804,1.833732454039697,2.4261758599869627
2011,4.734294499501912,27.455901850735813,0.1918842518534618,0.3181648497768436
2012,,,,
2013,,,,
2014,,,,
2015,,,,
2016,,,,
2017,,,,
2018,,,,
2019,,,,
2020,,,,
2021,,,,
2022,,,,
2023,,,,
2024,,,,
