date,spy_close,MA_21,MA_50,MA_150,MA_200,asset,action,shares,target_allocation
2011-01-03,127.05000305175781,124.74952407110305,121.94539993286133,114.4090668741862,114.88615016937256,EDV,BUY,215,"{'VTI': 0.12, 'VEA': 0.12, 'VWO': 0.12, 'DBC': 0.07, 'IAU': 0.07, 'EDV': 0.18, 'LTPZ': 0.18, 'VCLT': 0.07, 'EMLC': 0.07}"
2011-01-03,127.05000305175781,124.74952407110305,121.94539993286133,114.4090668741862,114.88615016937256,LTPZ,BUY,327,"{'VTI': 0.12, 'VEA': 0.12, 'VWO': 0.12, 'DBC': 0.07, 'IAU': 0.07, 'EDV': 0.18, 'LTPZ': 0.18, 'VCLT': 0.07, 'EMLC': 0.07}"
2011-01-03,127.05000305175781,124.74952407110305,121.94539993286133,114.4090668741862,114.88615016937256,VEA,BUY,328,"{'VTI': 0.12, 'VEA': 0.12, 'VWO': 0.12, 'DBC': 0.07, 'IAU': 0.07, 'EDV': 0.18, 'LTPZ': 0.18, 'VCLT': 0.07, 'EMLC': 0.07}"
2011-01-03,127.05000305175781,124.74952407110305,121.94539993286133,114.4090668741862,114.88615016937256,VWO,BUY,246,"{'VTI': 0.12, 'VEA': 0.12, 'VWO': 0.12, 'DBC': 0.07, 'IAU': 0.07, 'EDV': 0.18, 'LTPZ': 0.18, 'VCLT': 0.07, 'EMLC': 0.07}"
2011-01-03,127.05000305175781,124.74952407110305,121.94539993286133,114.4090668741862,114.88615016937256,VTI,BUY,182,"{'VTI': 0.12, 'VEA': 0.12, 'VWO': 0.12, 'DBC': 0.07, 'IAU': 0.07, 'EDV': 0.18, 'LTPZ': 0.18, 'VCLT': 0.07, 'EMLC': 0.07}"
2011-01-03,127.05000305175781,124.74952407110305,121.94539993286133,114.4090668741862,114.88615016937256,IAU,BUY,249,"{'VTI': 0.12, 'VEA': 0.12, 'VWO': 0.12, 'DBC': 0.07, 'IAU': 0.07, 'EDV': 0.18, 'LTPZ': 0.18, 'VCLT': 0.07, 'EMLC': 0.07}"
2011-01-03,127.05000305175781,124.74952407110305,121.94539993286133,114.4090668741862,114.88615016937256,DBC,BUY,251,"{'VTI': 0.12, 'VEA': 0.12, 'VWO': 0.12, 'DBC': 0.07, 'IAU': 0.07, 'EDV': 0.18, 'LTPZ': 0.18, 'VCLT': 0.07, 'EMLC': 0.07}"
2011-01-03,127.05000305175781,124.74952407110305,121.94539993286133,114.4090668741862,114.88615016937256,VCLT,BUY,89,"{'VTI': 0.12, 'VEA': 0.12, 'VWO': 0.12, 'DBC': 0.07, 'IAU': 0.07, 'EDV': 0.18, 'LTPZ': 0.18, 'VCLT': 0.07, 'EMLC': 0.07}"
2011-01-03,127.05000305175781,124.74952407110305,121.94539993286133,114.4090668741862,114.88615016937256,EMLC,BUY,129,"{'VTI': 0.12, 'VEA': 0.12, 'VWO': 0.12, 'DBC': 0.07, 'IAU': 0.07, 'EDV': 0.18, 'LTPZ': 0.18, 'VCLT': 0.07, 'EMLC': 0.07}"
2012-01-03,127.5,124.63476199195499,124.08100067138672,123.67833343505859,126.05134986877441,IAU,SELL,-2,"{'VTI': 0.12, 'VEA': 0.12, 'VWO': 0.12, 'DBC': 0.07, 'IAU': 0.07, 'EDV': 0.18, 'LTPZ': 0.18, 'VCLT': 0.07, 'EMLC': 0.07}"
2012-01-03,127.5,124.63476199195499,124.08100067138672,123.67833343505859,126.05134986877441,EDV,SELL,-56,"{'VTI': 0.12, 'VEA': 0.12, 'VWO': 0.12, 'DBC': 0.07, 'IAU': 0.07, 'EDV': 0.18, 'LTPZ': 0.18, 'VCLT': 0.07, 'EMLC': 0.07}"
2012-01-03,127.5,124.63476199195499,124.08100067138672,123.67833343505859,126.05134986877441,LTPZ,SELL,-30,"{'VTI': 0.12, 'VEA': 0.12, 'VWO': 0.12, 'DBC': 0.07, 'IAU': 0.07, 'EDV': 0.18, 'LTPZ': 0.18, 'VCLT': 0.07, 'EMLC': 0.07}"
2012-01-03,127.5,124.63476199195499,124.08100067138672,123.67833343505859,126.05134986877441,VCLT,SELL,-2,"{'VTI': 0.12, 'VEA': 0.12, 'VWO': 0.12, 'DBC': 0.07, 'IAU': 0.07, 'EDV': 0.18, 'LTPZ': 0.18, 'VCLT': 0.07, 'EMLC': 0.07}"
