date,spy_close,MA_21,MA_50,MA_150,MA_200,asset,action,shares,target_allocation
2010-08-02,112.76000213623047,108.56904856363933,108.49660079956055,112.40013356526693,111.65795013427734,LTPZ,BUY,333,"{'VTI': 0.12, 'VEA': 0.12, 'VWO': 0.12, 'DBC': 0.07, 'IAU': 0.07, 'EDV': 0.18, 'LTPZ': 0.18, 'VCLT': 0.07, 'EMLC': 0.07}"
2010-08-02,112.76000213623047,108.56904856363933,108.49660079956055,112.40013356526693,111.65795013427734,EDV,BUY,193,"{'VTI': 0.12, 'VEA': 0.12, 'VWO': 0.12, 'DBC': 0.07, 'IAU': 0.07, 'EDV': 0.18, 'LTPZ': 0.18, 'VCLT': 0.07, 'EMLC': 0.07}"
2010-08-02,112.76000213623047,108.56904856363933,108.49660079956055,112.40013356526693,111.65795013427734,VTI,BUY,211,"{'VTI': 0.12, 'VEA': 0.12, 'VWO': 0.12, 'DBC': 0.07, 'IAU': 0.07, 'EDV': 0.18, 'LTPZ': 0.18, 'VCLT': 0.07, 'EMLC': 0.07}"
2010-08-02,112.76000213623047,108.56904856363933,108.49660079956055,112.40013356526693,111.65795013427734,VEA,BUY,363,"{'VTI': 0.12, 'VEA': 0.12, 'VWO': 0.12, 'DBC': 0.07, 'IAU': 0.07, 'EDV': 0.18, 'LTPZ': 0.18, 'VCLT': 0.07, 'EMLC': 0.07}"
2010-08-02,112.76000213623047,108.56904856363933,108.49660079956055,112.40013356526693,111.65795013427734,VWO,BUY,283,"{'VTI': 0.12, 'VEA': 0.12, 'VWO': 0.12, 'DBC': 0.07, 'IAU': 0.07, 'EDV': 0.18, 'LTPZ': 0.18, 'VCLT': 0.07, 'EMLC': 0.07}"
2010-08-02,112.76000213623047,108.56904856363933,108.49660079956055,112.40013356526693,111.65795013427734,VCLT,BUY,87,"{'VTI': 0.12, 'VEA': 0.12, 'VWO': 0.12, 'DBC': 0.07, 'IAU': 0.07, 'EDV': 0.18, 'LTPZ': 0.18, 'VCLT': 0.07, 'EMLC': 0.07}"
2010-08-02,112.76000213623047,108.56904856363933,108.49660079956055,112.40013356526693,111.65795013427734,EMLC,BUY,134,"{'VTI': 0.12, 'VEA': 0.12, 'VWO': 0.12, 'DBC': 0.07, 'IAU': 0.07, 'EDV': 0.18, 'LTPZ': 0.18, 'VCLT': 0.07, 'EMLC': 0.07}"
2010-08-02,112.76000213623047,108.56904856363933,108.49660079956055,112.40013356526693,111.65795013427734,IAU,BUY,299,"{'VTI': 0.12, 'VEA': 0.12, 'VWO': 0.12, 'DBC': 0.07, 'IAU': 0.07, 'EDV': 0.18, 'LTPZ': 0.18, 'VCLT': 0.07, 'EMLC': 0.07}"
2010-08-02,112.76000213623047,108.56904856363933,108.49660079956055,112.40013356526693,111.65795013427734,DBC,BUY,302,"{'VTI': 0.12, 'VEA': 0.12, 'VWO': 0.12, 'DBC': 0.07, 'IAU': 0.07, 'EDV': 0.18, 'LTPZ': 0.18, 'VCLT': 0.07, 'EMLC': 0.07}"
2010-09-01,108.45999908447266,108.69666617257255,108.34080032348633,111.84853352864583,111.79710006713867,IAU,SELL,-10,"{'VTI': 0.12, 'VEA': 0.12, 'VWO': 0.12, 'DBC': 0.07, 'IAU': 0.07, 'EDV': 0.18, 'LTPZ': 0.18, 'VCLT': 0.07, 'EMLC': 0.07}"
