,Return,MDD,Sharpe,Sortino
2000,0.0,0.0,,
2001,0.0,0.0,,
2002,10.219036531567571,4.546866484703491,1.2219424107671342,1.3971715576399044
2003,31.878921852933683,11.286253961913689,2.0074149127692262,2.8274759028049923
2004,6.3691709756521275,29.014346782185875,0.24005327136275909,0.35643034891807474
2005,29.14215027246314,6.847345638468179,1.7899463824725348,2.4154493183995855
2006,15.615615766932823,10.695129787700994,1.1221023042665024,1.5844517016788764
2007,11.131623861563078,6.367774612147885,0.8202608292903166,1.077203186298574
2008,24.773308766049883,6.266060856929426,2.4027916292980365,3.3948901473699924
2009,24.528673008903535,10.27737735417729,1.7283787785044884,2.3727762760044633
2010,47.70925155986172,14.785228066529976,2.525364379169809,3.4057981130856607
2011,2.5274302213252664,23.459183638464452,0.07495946049103028,0.11866727969392177
2012,22.579785584093305,5.6087421657325836,1.8980434397329453,1.8848852182378606
2013,0.0,0.0,,
2014,0.0,0.0,,
2015,0.0,0.0,,
2016,0.0,0.0,,
2017,0.0,0.0,,
2018,0.0,0.0,,
2019,0.0,0.0,,
2020,0.0,0.0,,
2021,0.0,0.0,,
2022,0.0,0.0,,
2023,0.0,0.0,,
2024,0.0,0.0,,
