Date,Value
2005-01-28,100000.0
2005-01-31,100000.0
2005-02-01,100000.0
2005-02-02,99773.52075751686
2005-02-03,98624.32555755043
2005-02-04,99791.47509559059
2005-02-07,99551.85184462929
2005-02-08,99671.94507773781
2005-02-09,98361.65111907387
2005-02-10,98666.48296912575
2005-02-11,99976.03376372719
2005-02-14,100570.12078078651
2005-02-15,101085.31756575966
2005-02-16,100774.88787635231
2005-02-17,99779.5340193119
2005-02-18,99572.32704337501
2005-02-22,98954.49398215675
2005-02-23,99004.133973917
2005-02-24,99975.70602210426
2005-02-25,100471.7988165226
2005-02-28,99657.79151900673
2005-03-01,100371.18923171425
2005-03-02,100349.05994232369
2005-03-03,99568.7530785389
2005-03-04,100207.02632911873
2005-03-07,101382.70880516243
2005-03-08,100831.09925468636
2005-03-09,100609.91496093941
2005-03-10,100571.50598152351
2005-03-11,99947.26286895943
2005-03-14,100109.75459869576
2005-03-15,99478.36756714058
2005-03-16,98713.78644569588
2005-03-17,98678.13807495308
2005-03-18,98287.58397682381
2005-03-21,98049.78129585457
2005-03-22,96906.78984077644
2005-03-23,97079.54705436897
2005-03-24,97100.90161522102
2005-03-28,97300.46550377083
2005-03-29,96694.98273094368
2005-03-30,98160.45039184761
2005-03-31,97928.19548233223
2005-04-01,97024.34732826424
2005-04-04,97406.56819839668
2005-04-05,97618.39283676338
2005-04-06,97626.21022720527
2005-04-07,98358.12638778877
2005-04-08,97857.30872268867
2005-04-11,97645.48937912178
2005-04-12,98026.49021835517
2005-04-13,96982.01136703682
2005-04-14,95827.78715439033
2005-04-15,94442.03333969307
2005-04-18,94556.36818618965
2005-04-19,95322.15290756416
2005-04-20,94859.5904991169
2005-04-21,96337.64677353096
2005-04-22,95534.47035141182
2005-04-25,96049.57119674873
2005-04-26,95563.9071800251
2005-04-27,95470.40665359687
2005-04-28,94810.23032303047
2005-04-29,95363.38842697334
2005-05-02,95394.10725326728
2005-05-03,95056.16241882133
2005-05-04,95197.32739684868
2005-05-05,95411.60221145439
2005-05-06,94629.12589309501
2005-05-09,94656.22353408622
2005-05-10,94832.69643066215
2005-05-11,95013.01046798515
2005-05-12,94459.20394943046
2005-05-13,94308.84358642387
2005-05-16,94249.1374935894
2005-05-17,94320.72904250908
2005-05-18,94703.59937331962
2005-05-19,94483.97452590751
2005-05-20,94119.68164108085
2005-05-23,94291.47127197075
2005-05-24,94494.5325817852
2005-05-25,94497.36887405204
2005-05-26,94307.52655456352
2005-05-27,94661.62341735649
2005-05-31,94605.60705993461
2005-06-01,94613.31329391288
2005-06-02,95480.16878969003
2005-06-03,94758.56494218636
2005-06-06,95022.50806314278
2005-06-07,94608.83738405038
2005-06-08,94422.19668084908
2005-06-09,94679.44682771493
2005-06-10,94325.71501619149
2005-06-13,94591.84589845467
2005-06-14,94244.45965654183
2005-06-15,94493.32721788216
2005-06-16,95235.27781945992
2005-06-17,95358.88462526131
2005-06-20,95337.67630082894
2005-06-21,95425.06596261788
2005-06-22,95502.1776168995
2005-06-23,95168.84574014474
2005-06-24,94583.23645669747
2005-06-27,94396.09667856026
2005-06-28,94443.40002710152
2005-06-29,94473.42791063119
2005-06-30,94039.97641832162
2005-07-01,93276.09671670724
2005-07-05,93384.63999906444
2005-07-06,93165.02895131969
2005-07-07,93453.44333520794
2005-07-08,94234.15328088665
2005-07-11,94805.14812627697
2005-07-12,95073.64851823711
2005-07-13,94984.79052225017
2005-07-14,95157.91478505993
2005-07-15,95395.61480585003
2005-07-18,95139.64097467327
2005-07-19,95691.58824697399
2005-07-20,96242.6300198164
2005-07-21,96287.3474289503
2005-07-22,96303.0203844633
2005-07-25,96121.2172009077
2005-07-26,96156.45966497326
2005-07-27,96635.00440851116
2005-07-28,97136.73640981579
2005-07-29,96690.95859876537
2005-08-01,96870.37245813274
2005-08-02,97593.20748527431
2005-08-03,97773.4756432333
2005-08-04,97044.46962077999
2005-08-05,96653.90177066707
2005-08-08,95980.13170154476
2005-08-09,96475.07435806179
2005-08-10,95923.43481262111
2005-08-11,96936.9534197607
2005-08-12,96519.53253753566
2005-08-15,96823.73466499233
2005-08-16,95753.27632530117
2005-08-17,95935.28536994838
2005-08-18,95520.86370380306
2005-08-19,95392.70290191555
2005-08-22,95453.81430061244
2005-08-23,95267.45330531978
2005-08-24,94754.66265781307
2005-08-25,94978.25365264797
2005-08-26,94681.61269100093
2005-08-29,95245.13037689113
2005-08-30,94723.49265106105
2005-08-31,95586.56250389003
2005-09-01,95832.34917743587
2005-09-02,95551.78461174965
2005-09-06,96674.67706780434
2005-09-07,96828.43929009438
2005-09-08,96953.11652474404
2005-09-09,97477.54675774575
2005-09-12,97696.08562951088
2005-09-13,97357.24463372231
